date,country,D,H,I,M,S
2021-04-21,Afghanistan,2,3,2,23,10
2021-04-21,Japan,7,1,1,97,20
2021-04-21,Sweden,1,0,0,6,3
2021-04-22,Afghanistan,2,2,3,24,9
2021-04-22,Japan,7,1,1,104,13
2021-04-22,Sweden,1,0,0,6,3
2021-04-23,Afghanistan,2,2,3,29,4
2021-04-23,Japan,8,1,0,107,10
2021-04-23,Sweden,1,0,0,7,2
2021-04-24,Afghanistan,2,2,2,31,3
2021-04-24,Japan,8,1,0,108,9
2021-04-24,Sweden,1,0,0,7,2
2021-04-25,Afghanistan,2,2,1,33,2
2021-04-25,Japan,8,1,0,109,8
2021-04-25,Sweden,1,0,0,7,2
2021-04-26,Afghanistan,2,1,1,35,1
2021-04-26,Japan,9,1,0,113,3
2021-04-26,Sweden,1,0,0,7,2
2021-04-27,Afghanistan,2,1,1,35,1
2021-04-27,Japan,10,1,0,113,2
2021-04-27,Sweden,1,0,0,8,1
2021-04-28,Afghanistan,2,1,1,35,1
2021-04-28,Japan,10,1,0,113,2
2021-04-28,Sweden,1,0,0,8,1
2021-04-29,Afghanistan,2,1,1,35,1
2021-04-29,Japan,10,1,0,113,2
2021-04-29,Sweden,1,0,0,8,1
2021-04-30,Afghanistan,2,1,0,36,1
2021-04-30,Japan,10,1,0,113,2
2021-04-30,Sweden,1,0,0,9,0
2021-05-01,Afghanistan,2,0,1,36,1
2021-05-01,Japan,10,1,0,113,2
2021-05-01,Sweden,1,0,0,9,0
2021-05-02,Afghanistan,2,0,1,36,1
2021-05-02,Japan,10,0,1,114,1
2021-05-02,Sweden,1,0,0,9,0
2021-05-03,Afghanistan,2,0,1,36,1
2021-05-03,Japan,10,0,1,114,1
2021-05-03,Sweden,1,0,0,9,0
2021-05-04,Afghanistan,2,0,1,36,1
2021-05-04,Japan,10,0,1,114,1
2021-05-04,Sweden,1,0,0,9,0
2021-05-05,Afghanistan,2,0,0,36,2
2021-05-05,Japan,10,0,1,114,1
2021-05-05,Sweden,1,0,0,9,0
2021-05-06,Afghanistan,2,0,0,36,2
2021-05-06,Japan,10,0,0,115,1
2021-05-06,Sweden,1,0,0,9,0
2021-05-07,Afghanistan,2,0,0,36,2
2021-05-07,Japan,10,0,0,116,0
2021-05-07,Sweden,1,0,0,9,0
2021-05-08,Afghanistan,2,0,0,37,1
2021-05-08,Japan,10,0,0,116,0
2021-05-08,Sweden,1,0,0,9,0
2021-05-09,Afghanistan,2,0,0,37,1
2021-05-09,Japan,10,0,0,116,0
2021-05-09,Sweden,1,0,0,9,0
2021-05-10,Afghanistan,2,0,0,37,1
2021-05-10,Japan,10,0,0,116,0
2021-05-10,Sweden,1,0,0,9,0
2021-05-11,Afghanistan,2,0,0,37,1
2021-05-11,Japan,10,0,0,116,0
2021-05-11,Sweden,1,0,0,9,0
2021-05-12,Afghanistan,2,0,0,37,1
2021-05-12,Japan,10,0,0,116,0
2021-05-12,Sweden,1,0,0,9,0
2021-05-13,Afghanistan,2,0,0,37,1
2021-05-13,Japan,10,0,0,116,0
2021-05-13,Sweden,1,0,0,9,0
2021-05-14,Afghanistan,2,0,0,37,1
2021-05-14,Japan,10,0,0,116,0
2021-05-14,Sweden,1,0,0,9,0
2021-05-15,Afghanistan,2,0,0,37,1
2021-05-15,Japan,10,0,0,116,0
2021-05-15,Sweden,1,0,0,9,0
2021-05-16,Afghanistan,2,0,0,37,1
2021-05-16,Japan,10,0,0,116,0
2021-05-16,Sweden,1,0,0,9,0
2021-05-17,Afghanistan,2,0,0,37,1
2021-05-17,Japan,10,0,0,116,0
2021-05-17,Sweden,1,0,0,9,0
2021-05-18,Afghanistan,2,0,0,37,1
2021-05-18,Japan,10,0,0,116,0
2021-05-18,Sweden,1,0,0,9,0
2021-05-19,Afghanistan,2,0,0,38,0
2021-05-19,Japan,10,0,0,116,0
2021-05-19,Sweden,1,0,0,9,0
2021-05-20,Afghanistan,2,0,0,38,0
2021-05-20,Japan,10,0,0,116,0
2021-05-20,Sweden,1,0,0,9,0
2021-05-21,Afghanistan,2,0,0,38,0
2021-05-21,Japan,10,0,0,116,0
2021-05-21,Sweden,1,0,0,9,0
2021-05-22,Afghanistan,2,0,0,38,0
2021-05-22,Japan,10,0,0,116,0
2021-05-22,Sweden,1,0,0,9,0
2021-05-23,Afghanistan,2,0,0,38,0
2021-05-23,Japan,10,0,0,116,0
2021-05-23,Sweden,1,0,0,9,0
2021-05-24,Afghanistan,2,0,0,38,0
2021-05-24,Japan,10,0,0,116,0
2021-05-24,Sweden,1,0,0,9,0
2021-05-25,Afghanistan,2,0,0,38,0
2021-05-25,Japan,10,0,0,116,0
2021-05-25,Sweden,1,0,0,9,0
2021-05-26,Afghanistan,2,0,0,38,0
2021-05-26,Japan,10,0,0,116,0
2021-05-26,Sweden,1,0,0,9,0
2021-05-27,Afghanistan,2,0,0,38,0
2021-05-27,Japan,10,0,0,116,0
2021-05-27,Sweden,1,0,0,9,0
2021-05-28,Afghanistan,2,0,0,38,0
2021-05-28,Japan,10,0,0,116,0
2021-05-28,Sweden,1,0,0,9,0
2021-05-29,Afghanistan,2,0,0,38,0
2021-05-29,Japan,10,0,0,116,0
2021-05-29,Sweden,1,0,0,9,0
2021-05-30,Afghanistan,2,0,0,38,0
2021-05-30,Japan,10,0,0,116,0
2021-05-30,Sweden,1,0,0,9,0
2021-05-31,Afghanistan,2,0,0,38,0
2021-05-31,Japan,10,0,0,116,0
2021-05-31,Sweden,1,0,0,9,0
2021-06-01,Afghanistan,2,0,0,38,0
2021-06-01,Japan,10,0,0,116,0
2021-06-01,Sweden,1,0,0,9,0
2021-06-02,Afghanistan,2,0,0,38,0
2021-06-02,Japan,10,0,0,116,0
2021-06-02,Sweden,1,0,0,9,0
2021-06-03,Afghanistan,2,0,0,38,0
2021-06-03,Japan,10,0,0,116,0
2021-06-03,Sweden,1,0,0,9,0
2021-06-04,Afghanistan,2,0,0,38,0
2021-06-04,Japan,10,0,0,116,0
2021-06-04,Sweden,1,0,0,9,0
2021-06-05,Afghanistan,2,0,0,38,0
2021-06-05,Japan,10,0,0,116,0
2021-06-05,Sweden,1,0,0,9,0
2021-06-06,Afghanistan,2,0,0,38,0
2021-06-06,Japan,10,0,0,116,0
2021-06-06,Sweden,1,0,0,9,0
2021-06-07,Afghanistan,2,0,0,38,0
2021-06-07,Japan,10,0,0,116,0
2021-06-07,Sweden,1,0,0,9,0
2021-06-08,Afghanistan,2,0,0,38,0
2021-06-08,Japan,10,0,0,116,0
2021-06-08,Sweden,1,0,0,9,0
2021-06-09,Afghanistan,2,0,0,38,0
2021-06-09,Japan,10,0,0,116,0
2021-06-09,Sweden,1,0,0,9,0
2021-06-10,Afghanistan,2,0,0,38,0
2021-06-10,Japan,10,0,0,116,0
2021-06-10,Sweden,1,0,0,9,0
2021-06-11,Afghanistan,2,0,0,38,0
2021-06-11,Japan,10,0,0,116,0
2021-06-11,Sweden,1,0,0,9,0
2021-06-12,Afghanistan,2,0,0,38,0
2021-06-12,Japan,10,0,0,116,0
2021-06-12,Sweden,1,0,0,9,0
2021-06-13,Afghanistan,2,0,0,38,0
2021-06-13,Japan,10,0,0,116,0
2021-06-13,Sweden,1,0,0,9,0
2021-06-14,Afghanistan,2,0,0,38,0
2021-06-14,Japan,10,0,0,116,0
2021-06-14,Sweden,1,0,0,9,0
2021-06-15,Afghanistan,2,0,0,38,0
2021-06-15,Japan,10,0,0,116,0
2021-06-15,Sweden,1,0,0,9,0
2021-06-16,Afghanistan,2,0,0,38,0
2021-06-16,Japan,10,0,0,116,0
2021-06-16,Sweden,1,0,0,9,0
2021-06-17,Afghanistan,2,0,0,38,0
2021-06-17,Japan,10,0,0,116,0
2021-06-17,Sweden,1,0,0,9,0
2021-06-18,Afghanistan,2,0,0,38,0
2021-06-18,Japan,10,0,0,116,0
2021-06-18,Sweden,1,0,0,9,0
2021-06-19,Afghanistan,2,0,0,38,0
2021-06-19,Japan,10,0,0,116,0
2021-06-19,Sweden,1,0,0,9,0
2021-06-20,Afghanistan,2,0,0,38,0
2021-06-20,Japan,10,0,0,116,0
2021-06-20,Sweden,1,0,0,9,0
2021-06-21,Afghanistan,2,0,0,38,0
2021-06-21,Japan,10,0,0,116,0
2021-06-21,Sweden,1,0,0,9,0
2021-06-22,Afghanistan,2,0,0,38,0
2021-06-22,Japan,10,0,0,116,0
2021-06-22,Sweden,1,0,0,9,0
2021-06-23,Afghanistan,2,0,0,38,0
2021-06-23,Japan,10,0,0,116,0
2021-06-23,Sweden,1,0,0,9,0
2021-06-24,Afghanistan,2,0,0,38,0
2021-06-24,Japan,10,0,0,116,0
2021-06-24,Sweden,1,0,0,9,0
2021-06-25,Afghanistan,2,0,0,38,0
2021-06-25,Japan,10,0,0,116,0
2021-06-25,Sweden,1,0,0,9,0
2021-06-26,Afghanistan,2,0,0,38,0
2021-06-26,Japan,10,0,0,116,0
2021-06-26,Sweden,1,0,0,9,0
2021-06-27,Afghanistan,2,0,0,38,0
2021-06-27,Japan,10,0,0,116,0
2021-06-27,Sweden,1,0,0,9,0
2021-06-28,Afghanistan,2,0,0,38,0
2021-06-28,Japan,10,0,0,116,0
2021-06-28,Sweden,1,0,0,9,0
2021-06-29,Afghanistan,2,0,0,38,0
2021-06-29,Japan,10,0,0,116,0
2021-06-29,Sweden,1,0,0,9,0
2021-06-30,Afghanistan,2,0,0,38,0
2021-06-30,Japan,10,0,0,116,0
2021-06-30,Sweden,1,0,0,9,0
2021-07-01,Afghanistan,2,0,0,38,0
2021-07-01,Japan,10,0,0,116,0
2021-07-01,Sweden,1,0,0,9,0
2021-07-02,Afghanistan,2,0,0,38,0
2021-07-02,Japan,10,0,0,116,0
2021-07-02,Sweden,1,0,0,9,0
2021-07-03,Afghanistan,2,0,0,38,0
2021-07-03,Japan,10,0,0,116,0
2021-07-03,Sweden,1,0,0,9,0
2021-07-04,Afghanistan,2,0,0,38,0
2021-07-04,Japan,10,0,0,116,0
2021-07-04,Sweden,1,0,0,9,0
2021-07-05,Afghanistan,2,0,0,38,0
2021-07-05,Japan,10,0,0,116,0
2021-07-05,Sweden,1,0,0,9,0
2021-07-06,Afghanistan,2,0,0,38,0
2021-07-06,Japan,10,0,0,116,0
2021-07-06,Sweden,1,0,0,9,0
2021-07-07,Afghanistan,2,0,0,38,0
2021-07-07,Japan,10,0,0,116,0
2021-07-07,Sweden,1,0,0,9,0
2021-07-08,Afghanistan,2,0,0,38,0
2021-07-08,Japan,10,0,0,116,0
2021-07-08,Sweden,1,0,0,9,0
2021-07-09,Afghanistan,2,0,0,38,0
2021-07-09,Japan,10,0,0,116,0
2021-07-09,Sweden,1,0,0,9,0
2021-07-10,Afghanistan,2,0,0,38,0
2021-07-10,Japan,10,0,0,116,0
2021-07-10,Sweden,1,0,0,9,0
2021-07-11,Afghanistan,2,0,0,38,0
2021-07-11,Japan,10,0,0,116,0
2021-07-11,Sweden,1,0,0,9,0
2021-07-12,Afghanistan,2,0,0,38,0
2021-07-12,Japan,10,0,0,116,0
2021-07-12,Sweden,1,0,0,9,0
2021-07-13,Afghanistan,2,0,0,38,0
2021-07-13,Japan,10,0,0,116,0
2021-07-13,Sweden,1,0,0,9,0
2021-07-14,Afghanistan,2,0,0,38,0
2021-07-14,Japan,10,0,0,116,0
2021-07-14,Sweden,1,0,0,9,0
2021-07-15,Afghanistan,2,0,0,38,0
2021-07-15,Japan,10,0,0,116,0
2021-07-15,Sweden,1,0,0,9,0
2021-07-16,Afghanistan,2,0,0,38,0
2021-07-16,Japan,10,0,0,116,0
2021-07-16,Sweden,1,0,0,9,0
2021-07-17,Afghanistan,2,0,0,38,0
2021-07-17,Japan,10,0,0,116,0
2021-07-17,Sweden,1,0,0,9,0
2021-07-18,Afghanistan,2,0,0,38,0
2021-07-18,Japan,10,0,0,116,0
2021-07-18,Sweden,1,0,0,9,0
2021-07-19,Afghanistan,2,0,0,38,0
2021-07-19,Japan,10,0,0,116,0
2021-07-19,Sweden,1,0,0,9,0
2021-07-20,Afghanistan,2,0,0,38,0
2021-07-20,Japan,10,0,0,116,0
2021-07-20,Sweden,1,0,0,9,0
2021-07-21,Afghanistan,2,0,0,38,0
2021-07-21,Japan,10,0,0,116,0
2021-07-21,Sweden,1,0,0,9,0
2021-07-22,Afghanistan,2,0,0,38,0
2021-07-22,Japan,10,0,0,116,0
2021-07-22,Sweden,1,0,0,9,0
2021-07-23,Afghanistan,2,0,0,38,0
2021-07-23,Japan,10,0,0,116,0
2021-07-23,Sweden,1,0,0,9,0
2021-07-24,Afghanistan,2,0,0,38,0
2021-07-24,Japan,10,0,0,116,0
2021-07-24,Sweden,1,0,0,9,0
2021-07-25,Afghanistan,2,0,0,38,0
2021-07-25,Japan,10,0,0,116,0
2021-07-25,Sweden,1,0,0,9,0
2021-07-26,Afghanistan,2,0,0,38,0
2021-07-26,Japan,10,0,0,116,0
2021-07-26,Sweden,1,0,0,9,0
2021-07-27,Afghanistan,2,0,0,38,0
2021-07-27,Japan,10,0,0,116,0
2021-07-27,Sweden,1,0,0,9,0
2021-07-28,Afghanistan,2,0,0,38,0
2021-07-28,Japan,10,0,0,116,0
2021-07-28,Sweden,1,0,0,9,0
2021-07-29,Afghanistan,2,0,0,38,0
2021-07-29,Japan,10,0,0,116,0
2021-07-29,Sweden,1,0,0,9,0
2021-07-30,Afghanistan,2,0,0,38,0
2021-07-30,Japan,10,0,0,116,0
2021-07-30,Sweden,1,0,0,9,0
2021-07-31,Afghanistan,2,0,0,38,0
2021-07-31,Japan,10,0,0,116,0
2021-07-31,Sweden,1,0,0,9,0
2021-08-01,Afghanistan,2,0,0,38,0
2021-08-01,Japan,10,0,0,116,0
2021-08-01,Sweden,1,0,0,9,0
2021-08-02,Afghanistan,2,0,0,38,0
2021-08-02,Japan,10,0,0,116,0
2021-08-02,Sweden,1,0,0,9,0
2021-08-03,Afghanistan,2,3,0,35,0
2021-08-03,Japan,10,20,0,96,0
2021-08-03,Sweden,1,2,0,7,0
2021-08-04,Afghanistan,2,5,1,32,0
2021-08-04,Japan,10,23,5,88,0
2021-08-04,Sweden,1,1,1,7,0
2021-08-05,Afghanistan,2,4,3,31,0
2021-08-05,Japan,10,27,12,77,0
2021-08-05,Sweden,1,2,1,6,0
2021-08-06,Afghanistan,2,4,5,29,0
2021-08-06,Japan,10,25,20,71,0
2021-08-06,Sweden,1,3,2,4,0
2021-08-07,Afghanistan,2,3,7,28,0
2021-08-07,Japan,10,27,25,64,0
2021-08-07,Sweden,1,2,3,4,0
2021-08-08,Afghanistan,2,4,6,28,0
2021-08-08,Japan,10,21,30,62,3
2021-08-08,Sweden,1,2,2,4,1
2021-08-09,Afghanistan,2,2,6,28,2
2021-08-09,Japan,10,16,29,67,4
2021-08-09,Sweden,1,2,2,4,1
2021-08-10,Afghanistan,2,2,4,29,3
2021-08-10,Japan,10,17,24,68,7
2021-08-10,Sweden,1,1,2,4,2
2021-08-11,Afghanistan,2,2,2,30,4
2021-08-11,Japan,10,13,23,72,8
2021-08-11,Sweden,1,1,1,5,2
2021-08-12,Afghanistan,2,1,3,30,4
2021-08-12,Japan,10,12,17,76,11
2021-08-12,Sweden,1,1,1,5,2
2021-08-13,Afghanistan,2,1,1,31,5
2021-08-13,Japan,10,10,14,77,15
2021-08-13,Sweden,1,1,1,5,2
